Product_ID,Brand_Name,Product_Name,Category,Sub_Category,Shade/Variant,Price_INR,Launch_Year,Average_Rating,Total_Units_Sold,Total_Revenue_INR,Num_Customers,Avg_Customer_Age,Female_%,Top_City,Top_Campaign,Campaign_Start,Campaign_End,Campaign_Channel,Campaign_Spend_INR,Campaign_Discount_%,Conversion_Rate_%,Brand_Popularity_Score
P0244,Sugar Cosmetics,Sugar Cosmetics Mascara Shine Air,Eyes,Mascara,Mauve 6,1299,2018,4.24,2104,2733096,1233,27,86.1,Pune,Festive Sale,24-12-2023,31-12-2023,Social Commerce,1472403,15,1.69,78.83
P0245,Forest Essentials,Forest Essentials Lip Balm Matte +,Lips,Lip Balm,Coral 16,849,2019,4.42,2184,1854216,1168,35,61.7,Kolkata,Bogo Offer,27-04-2025,27-05-2025,E-commerce,1225258,30,4.05,80.31
P0246,Kay Beauty,Kay Beauty Eyeliner Shine Air,Eyes,Eyeliner,Mauve 7,999,2021,4.42,1796,1794204,629,22,63.2,Jaipur,Bogo Offer,10-11-2023,25-12-2023,Retail (Store),3829743,25,1.22,81.47
P0247,Forest Essentials,Forest Essentials Eyeliner Pro X,Eyes,Eyeliner,Rose 1,1499,2022,4.43,1721,2579779,691,23,87.4,Delhi,Festive Sale,23-06-2024,23-07-2024,Marketplace,867516,15,2.27,81.54
P0248,Sugar Cosmetics,Sugar Cosmetics Compact Glow Luxe,Face,Compact,Peach 3,1499,2025,4.08,1328,1990672,601,20,87.5,Delhi,Festive Sale,10-06-2023,25-07-2023,Marketplace,1107545,15,1.53,75.55
P0249,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Matte Air,Eyes,Eyeliner,Rose 3,2499,2023,4.51,1682,4203318,981,18,72.7,Hyderabad,Bogo Offer,23-12-2023,06-02-2024,Retail (Nykaa),546245,5,2.01,80.32
P0250,Lakmé,Lakmé Eyeliner Shine +,Eyes,Eyeliner,Peach 17,2499,2022,4.08,1713,4280787,784,37,66.8,Mumbai,Nykaa Exclusive,24-01-2025,31-01-2025,Retail (Store),4833558,10,3.18,73.83
P0251,Mamaearth,Mamaearth Eyeshadow Shine X,Eyes,Eyeshadow,Mauve 10,999,2025,4.18,1552,1550448,1029,39,64.9,Bengaluru,Seasonal Drop,23-09-2024,07-10-2024,E-commerce,1939074,15,1.37,74.54
P0252,Mamaearth,Mamaearth Compact Artist +,Face,Compact,Spice 13,999,2024,4.46,1404,1402596,401,24,79.9,Lucknow,Bogo Offer,03-06-2024,03-07-2024,Retail (Store),3251615,30,3,77.61
P0253,Lakmé,Lakmé Lip Crayon Artist +,Lips,Lip Crayon,Nude 9,249,2025,4.01,1694,421806,1032,37,61.7,Mumbai,Influencer Push,16-02-2023,02-03-2023,E-commerce,1598884,10,0.8,74.3
P0254,Kay Beauty,Kay Beauty Highlighter Shine HD,Face,Highlighter,Mauve 6,1199,2021,4.31,1736,2081464,592,29,64.6,Kolkata,Influencer Push,09-07-2024,23-08-2024,E-commerce,1227293,20,2.49,77.73
P0255,Lakmé,Lakmé Lipstick Glow Luxe,Lips,Lipstick,Ruby 19,499,2021,4.34,2036,1015964,1071,30,82.5,Pune,Launch Promo,17-08-2023,07-09-2023,E-commerce,5306099,10,1.79,76.75
P0256,Forest Essentials,Forest Essentials Compact Shine Air,Face,Compact,Rose 11,199,2021,3.8,1633,324967,736,27,74.6,Chennai,Launch Promo,07-10-2024,21-10-2024,Retail (Nykaa),3911356,15,1.68,71.1
P0257,Lakmé,Lakmé Lip Balm Prime +,Lips,Lip Balm,Scarlet 12,299,2022,4.27,1886,563914,780,32,65.4,Bengaluru,Launch Promo,20-03-2023,19-04-2023,E-commerce,4918684,20,2.89,75.36
P0258,Sugar Cosmetics,Sugar Cosmetics Kajal Glow HD,Eyes,Kajal,Coral 7,849,2019,4.31,2063,1751487,702,31,78.4,Ahmedabad,Bogo Offer,01-08-2025,22-08-2025,Retail (Nykaa),5578013,25,5.25,82.04
P0259,Mamaearth,Mamaearth Lip Gloss Pro HD,Lips,Lip Gloss,Mauve 17,249,2020,4.37,2169,540081,1387,27,63.6,Kolkata,Festive Sale,16-03-2025,30-04-2025,Social Commerce,2267922,30,3.12,79.45
P0260,Forest Essentials,Forest Essentials Eyeshadow Prime Luxe,Eyes,Eyeshadow,Nude 12,699,2023,4.69,1638,1144962,511,28,61.5,Delhi,Launch Promo,27-02-2024,12-04-2024,Marketplace,2837853,15,2.98,83.81
P0261,Kay Beauty,Kay Beauty Lip Gloss Shine Air,Lips,Lip Gloss,Mauve 5,1499,2024,4.51,1771,2654729,584,30,66.3,Bengaluru,Nykaa Exclusive,06-01-2025,13-01-2025,E-commerce,4462228,15,1.96,81.46
P0262,Forest Essentials,Forest Essentials Brow Pencil Pro HD,Eyes,Brow Pencil,Peach 20,499,2021,4.44,1897,946603,731,23,72.5,Ahmedabad,Launch Promo,30-07-2025,29-08-2025,E-commerce,3918223,0,4.61,80.78
P0263,Sugar Cosmetics,Sugar Cosmetics Blush Pro Air,Face,Blush,Spice 16,849,2023,4.18,1502,1275198,722,34,73.5,Mumbai,Bogo Offer,26-01-2025,02-02-2025,E-commerce,1080757,10,2.36,77.44
P0264,Mamaearth,Mamaearth Contour Prime X,Face,Contour,Scarlet 8,849,2021,3.75,1672,1419528,845,27,70,Mumbai,Festive Sale,10-12-2023,24-01-2024,E-commerce,4227443,0,1.41,74.23
P0265,Kay Beauty,Kay Beauty Lip Crayon Prime Luxe,Lips,Lip Crayon,Nude 17,1199,2021,4.08,2038,2443562,1065,23,81.3,Mumbai,Nykaa Exclusive,13-04-2023,20-04-2023,Retail (Store),5110564,30,2.99,79.22
P0266,Lakmé,Lakmé Compact Glow Air,Face,Compact,Mauve 17,1699,2021,4.26,1600,2718400,472,27,87.7,Chennai,Festive Sale,26-11-2025,10-12-2025,Retail (Nykaa),2508307,0,4.41,78.14
P0267,Mamaearth,Mamaearth Lip Balm Matte HD,Lips,Lip Balm,Rose 16,699,2021,4.1,2011,1405689,667,25,76.2,Mumbai,Festive Sale,25-03-2023,24-04-2023,E-commerce,5046456,15,3.98,68.98
P0268,Sugar Cosmetics,Sugar Cosmetics Highlighter Shine +,Face,Highlighter,Scarlet 18,1699,2021,4.17,1689,2869611,635,24,61.9,Delhi,Launch Promo,21-01-2023,04-02-2023,Retail (Store),828009,25,1.4,76.36
P0269,Nykaa Cosmetics,Nykaa Cosmetics Lip Balm Shine Luxe,Lips,Lip Balm,Ruby 9,299,2018,4.17,2410,720590,943,28,76.8,Delhi,Bogo Offer,08-02-2025,25-03-2025,E-commerce,763829,30,0.8,78.71
P0270,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Prime Air,Lips,Lip Crayon,Ruby 6,249,2025,4.45,1597,397653,946,28,60,Ahmedabad,Nykaa Exclusive,15-01-2025,05-02-2025,Retail (Store),4640661,10,2.81,81.76
P0271,Nykaa Cosmetics,Nykaa Cosmetics Lip Gloss Artist Air,Lips,Lip Gloss,Peach 8,399,2021,4.47,1984,791616,883,31,64.5,Jaipur,Influencer Push,20-04-2024,04-06-2024,E-commerce,5325563,20,3.31,83.52
P0272,Sugar Cosmetics,Sugar Cosmetics Mascara Prime Luxe,Eyes,Mascara,Nude 16,1199,2021,4.34,1845,2212155,955,31,75,Hyderabad,Launch Promo,26-03-2025,10-05-2025,Retail (Store),3918829,0,3.34,76.28
P0273,Sugar Cosmetics,Sugar Cosmetics Lip Liner Glow HD,Lips,Lip Liner,Peach 15,1699,2020,4.3,2112,3588288,959,34,87.9,Mumbai,Launch Promo,07-01-2025,06-02-2025,Retail (Nykaa),1488040,10,5.19,80.09
P0274,Sugar Cosmetics,Sugar Cosmetics Kajal Glow Luxe,Eyes,Kajal,Rose 8,499,2019,4.19,2045,1020455,971,22,80.2,Pune,Festive Sale,28-10-2025,18-11-2025,Retail (Nykaa),1009927,15,3.04,80.01
P0275,Nykaa Cosmetics,Nykaa Cosmetics Lip Liner Pro X,Lips,Lip Liner,Berry 16,849,2021,4.37,2016,1711584,702,21,81.2,Bengaluru,Influencer Push,04-04-2025,18-04-2025,Retail (Nykaa),1777183,20,5.7,75.2
P0276,Forest Essentials,Forest Essentials Lipstick Artist Luxe,Lips,Lipstick,Ruby 3,1499,2022,4.12,1965,2945535,623,26,80.9,Delhi,Nykaa Exclusive,31-01-2024,21-02-2024,Retail (Nykaa),4888483,30,2.96,78.86
P0277,Kay Beauty,Kay Beauty Contour Matte X,Face,Contour,Ruby 12,2999,2022,3.96,1631,4891369,650,31,61.8,Ahmedabad,Bogo Offer,12-11-2025,03-12-2025,Retail (Nykaa),3835820,15,3.78,74.56
P0278,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Artist Air,Lips,Lip Crayon,Scarlet 5,799,2021,4.07,2084,1665116,598,27,69.9,Hyderabad,Festive Sale,30-05-2025,20-06-2025,Retail (Store),3193594,30,3.26,69.74
P0279,Mamaearth,Mamaearth Brow Pencil Pro Luxe,Eyes,Brow Pencil,Mauve 12,1299,2020,4.21,2020,2623980,680,24,83.9,Delhi,Influencer Push,26-04-2023,17-05-2023,E-commerce,3272572,0,4.18,81.09
P0280,Mamaearth,Mamaearth Eyeshadow Prime X,Eyes,Eyeshadow,Peach 6,499,2021,4.17,1889,942611,942,22,64.3,Lucknow,Seasonal Drop,10-06-2023,01-07-2023,Retail (Nykaa),4559080,30,2.64,78.15
P0281,Mamaearth,Mamaearth Kajal Shine HD,Eyes,Kajal,Spice 20,249,2025,4.48,1586,394914,546,29,85.6,Bengaluru,Seasonal Drop,11-11-2023,18-11-2023,Retail (Store),3323954,25,4.92,80.8
P0282,Mamaearth,Mamaearth Highlighter Glow +,Face,Highlighter,Peach 19,1999,2020,4.5,1753,3504247,773,36,78.1,Bengaluru,Seasonal Drop,02-04-2025,09-04-2025,E-commerce,2501550,25,3.53,79.45
P0283,Lakmé,Lakmé Foundation Prime HD,Face,Foundation,Champagne 12,299,2023,4.34,1558,465842,970,28,83.5,Ahmedabad,Nykaa Exclusive,15-09-2025,30-10-2025,Retail (Store),1171192,15,4.82,77.05
P0284,Forest Essentials,Forest Essentials Lip Balm Shine X,Lips,Lip Balm,Peach 12,699,2021,4.87,2105,1471395,637,27,80.1,Ahmedabad,Festive Sale,20-11-2023,04-12-2023,Marketplace,3065980,5,5.49,86.53
P0285,Kay Beauty,Kay Beauty Lipstick Glow +,Lips,Lipstick,Mauve 11,199,2020,3.83,2104,418696,1016,27,76.6,Mumbai,Influencer Push,23-09-2025,07-10-2025,E-commerce,1853797,0,2.01,70.32
P0286,Nykaa Cosmetics,Nykaa Cosmetics Lip Balm Pro +,Lips,Lip Balm,Scarlet 7,199,2018,4.05,2425,482575,832,26,71.1,Chennai,Launch Promo,02-10-2023,09-10-2023,Marketplace,4995017,15,2.31,76.28
P0287,Kay Beauty,Kay Beauty Kajal Shine +,Eyes,Kajal,Champagne 14,299,2021,4.41,1826,545974,911,31,87.6,Kolkata,Launch Promo,26-02-2023,28-03-2023,E-commerce,2860553,10,2.38,78.06
P0288,Sugar Cosmetics,Sugar Cosmetics Contour Shine X,Face,Contour,Spice 18,849,2020,4.45,1737,1474713,588,26,74.6,Chennai,Influencer Push,29-10-2023,28-11-2023,E-commerce,493286,5,5.36,77.66
P0289,Sugar Cosmetics,Sugar Cosmetics Foundation Shine +,Face,Foundation,Champagne 9,849,2021,4.03,1685,1430565,1002,31,74.9,Delhi,Influencer Push,16-12-2025,30-12-2025,E-commerce,1155832,10,2.14,79.74
P0290,Sugar Cosmetics,Sugar Cosmetics Lip Gloss Shine HD,Lips,Lip Gloss,Rose 2,199,2023,3.91,1831,364369,867,34,68.4,Kolkata,Influencer Push,24-01-2023,23-02-2023,E-commerce,4480164,15,1.29,71.06
P0291,Lakmé,Lakmé Lipstick Pro HD,Lips,Lipstick,Nude 3,1199,2022,3.7,1916,2297284,1000,31,84,Jaipur,Influencer Push,06-03-2024,20-03-2024,Social Commerce,3024388,20,1.7,72.77
P0292,Lakmé,Lakmé Lip Liner Glow X,Lips,Lip Liner,Spice 2,1699,2023,4.17,1936,3289264,685,31,84.7,Ahmedabad,Launch Promo,07-10-2024,28-10-2024,Retail (Store),1345582,10,3.37,73.54
P0293,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Artist Air,Lips,Lip Crayon,Rose 8,199,2024,4.26,1696,337504,581,27,65.3,Ahmedabad,Festive Sale,28-06-2024,12-07-2024,E-commerce,2951795,25,3.15,72.72
P0294,Mamaearth,Mamaearth Eyeliner Pro HD,Eyes,Eyeliner,Champagne 6,249,2025,4.13,1475,367275,810,25,83.8,Ahmedabad,Seasonal Drop,13-06-2023,13-07-2023,Retail (Nykaa),1395068,5,2.87,72.89
P0295,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Glow +,Eyes,Eyeliner,Peach 18,999,2018,4.23,2130,2127870,719,16,86.2,Lucknow,Influencer Push,20-04-2023,27-04-2023,Retail (Nykaa),4727411,5,2.67,76.55
P0296,Kay Beauty,Kay Beauty Lip Balm Glow X,Lips,Lip Balm,Rose 2,1499,2022,3.81,1964,2944036,763,30,88.7,Ahmedabad,Bogo Offer,11-11-2023,25-11-2023,Retail (Store),376464,0,2.52,72.69
P0297,Kay Beauty,Kay Beauty Kajal Matte Luxe,Eyes,Kajal,Spice 3,849,2023,4.49,1644,1395756,648,32,63.7,Lucknow,Festive Sale,22-02-2023,24-03-2023,Marketplace,4711363,0,3.22,77.69
P0298,Nykaa Cosmetics,Nykaa Cosmetics Mascara Pro +,Eyes,Mascara,Mauve 2,849,2021,4.39,1913,1624137,760,33,73,Bengaluru,Nykaa Exclusive,23-05-2024,13-06-2024,E-commerce,1838519,15,2.43,78.87
P0299,Sugar Cosmetics,Sugar Cosmetics Mascara Artist X,Eyes,Mascara,Nude 10,849,2020,4.05,1921,1630929,947,33,72.8,Pune,Seasonal Drop,26-04-2024,17-05-2024,E-commerce,1149405,0,3.6,77.3
P0300,Kay Beauty,Kay Beauty Lip Liner Glow +,Lips,Lip Liner,Spice 12,1499,2024,4.11,1745,2615755,692,34,82.7,Hyderabad,Festive Sale,05-07-2023,19-07-2023,E-commerce,1250121,0,0.81,75.1
P0301,Sugar Cosmetics,Sugar Cosmetics Lipstick Matte X,Lips,Lipstick,Nude 9,1299,2025,4.15,1623,2108277,718,24,87.3,Kolkata,Seasonal Drop,28-07-2025,18-08-2025,E-commerce,2872854,15,0.85,80.92
P0302,Forest Essentials,Forest Essentials Compact Artist +,Face,Compact,Scarlet 19,2999,2021,4.02,1649,4945351,660,32,86,Pune,Influencer Push,18-12-2023,25-12-2023,Retail (Store),830373,5,3.88,72.14
P0303,Lakmé,Lakmé Lip Crayon Matte HD,Lips,Lip Crayon,Berry 16,1699,2022,4.6,2070,3516930,900,33,88.6,Kolkata,Influencer Push,28-08-2024,04-09-2024,Social Commerce,2258014,0,1.55,88.68
P0304,Kay Beauty,Kay Beauty Eyeshadow Shine X,Eyes,Eyeshadow,Berry 19,249,2021,4.55,1892,471108,879,33,61.2,Jaipur,Seasonal Drop,19-09-2024,03-11-2024,E-commerce,1377809,0,7.04,81.91
P0305,Lakmé,Lakmé Mascara Glow +,Eyes,Mascara,Rose 7,1999,2020,4.03,1930,3858070,848,36,70.4,Ahmedabad,Influencer Push,25-11-2023,09-12-2023,E-commerce,3379905,20,0.66,76.63
P0306,Lakmé,Lakmé Foundation Shine Air,Face,Foundation,Berry 1,399,2018,4.09,1964,783636,708,33,87.5,Lucknow,Bogo Offer,20-06-2024,20-07-2024,Retail (Nykaa),2939247,0,4.46,74.9
P0307,Kay Beauty,Kay Beauty Kajal Artist X,Eyes,Kajal,Rose 8,499,2022,4.29,1768,882232,569,31,67.4,Ahmedabad,Festive Sale,07-05-2025,06-06-2025,E-commerce,3397941,10,2.53,73.91
P0308,Lakmé,Lakmé Lipstick Matte Luxe,Lips,Lipstick,Peach 10,199,2018,4.15,2447,486953,926,23,68.9,Mumbai,Bogo Offer,22-08-2024,12-09-2024,Retail (Nykaa),1844805,0,1.08,69.73
P0309,Nykaa Cosmetics,Nykaa Cosmetics Foundation Pro Luxe,Face,Foundation,Mauve 5,1999,2020,3.94,1667,3332333,837,31,86.4,Hyderabad,Seasonal Drop,02-07-2024,23-07-2024,E-commerce,1140985,15,3.53,74.69
P0310,Forest Essentials,Forest Essentials Lip Liner Artist HD,Lips,Lip Liner,Mauve 1,2499,2018,4.74,2339,5845161,778,28,75.8,Jaipur,Seasonal Drop,16-01-2025,23-01-2025,E-commerce,5611288,20,6.95,88.01
P0311,Sugar Cosmetics,Sugar Cosmetics Lip Liner Prime X,Lips,Lip Liner,Nude 15,599,2021,4.24,2069,1239331,1003,25,84.6,Kolkata,Nykaa Exclusive,17-04-2023,17-05-2023,E-commerce,4008540,0,4.98,68.99
P0312,Sugar Cosmetics,Sugar Cosmetics Eyeshadow Artist Luxe,Eyes,Eyeshadow,Mauve 13,1199,2024,4.29,1575,1888425,929,29,83.1,Delhi,Festive Sale,13-07-2025,20-07-2025,Marketplace,775466,5,3.29,77.8
P0313,Kay Beauty,Kay Beauty Compact Pro X,Face,Compact,Rose 6,799,2022,4.62,1548,1236852,599,10,63.9,Jaipur,Seasonal Drop,21-07-2024,04-08-2024,Social Commerce,535742,30,3.07,74.18
P0314,Sugar Cosmetics,Sugar Cosmetics Lip Gloss Prime X,Lips,Lip Gloss,Scarlet 16,1499,2021,4.19,1982,2971018,753,29,87.4,Lucknow,Seasonal Drop,02-11-2025,23-11-2025,Retail (Nykaa),5230496,5,4.69,77.26
P0315,Lakmé,Lakmé Lip Gloss Glow X,Lips,Lip Gloss,Scarlet 10,849,2024,4.06,1774,1506126,589,26,89,Jaipur,Influencer Push,17-09-2024,08-10-2024,Social Commerce,381899,10,2.72,73.13
P0316,Kay Beauty,Kay Beauty Compact Artist HD,Face,Compact,Mauve 17,399,2025,4.06,1381,551019,440,19,82.3,Mumbai,Nykaa Exclusive,31-05-2025,30-06-2025,Retail (Nykaa),1839476,5,4.42,71.39
P0317,Lakmé,Lakmé Lip Gloss Prime +,Lips,Lip Gloss,Rose 13,199,2025,4.2,1587,315813,621,28,84.7,Ahmedabad,Launch Promo,25-02-2023,04-03-2023,E-commerce,4813137,15,1.02,79.79
P0318,Sugar Cosmetics,Sugar Cosmetics Lip Liner Glow Air,Lips,Lip Liner,Coral 2,849,2019,4.75,2231,1894119,681,25,83.7,Mumbai,Seasonal Drop,21-02-2024,13-03-2024,E-commerce,476432,30,1.46,88.05
P0319,Mamaearth,Mamaearth Lipstick Artist Luxe,Lips,Lipstick,Rose 15,999,2022,4.22,1956,1954044,1042,26,61.7,Mumbai,Bogo Offer,08-10-2024,07-11-2024,E-commerce,3504100,15,5.25,82.05
P0320,Kay Beauty,Kay Beauty Eyeshadow Pro Air,Eyes,Eyeshadow,Nude 5,1699,2018,4.09,2130,3618870,1159,29,73.6,Chennai,Bogo Offer,10-11-2024,25-12-2024,Retail (Nykaa),3349019,0,4.33,77.58
P0321,Lakmé,Lakmé Eyeshadow Artist +,Eyes,Eyeshadow,Champagne 17,699,2019,3.97,2068,1445532,825,24,83.3,Ahmedabad,Festive Sale,30-08-2023,20-09-2023,E-commerce,5023042,0,1.75,72.42
P0322,Mamaearth,Mamaearth Eyeliner Shine HD,Eyes,Eyeliner,Nude 17,599,2022,4.35,1742,1043458,967,30,77.6,Chennai,Nykaa Exclusive,05-04-2025,12-04-2025,Retail (Nykaa),2309217,10,2.23,69.07
P0323,Forest Essentials,Forest Essentials Lip Liner Prime HD,Lips,Lip Liner,Berry 3,2999,2019,4.08,2275,6822725,975,31,74.1,Bengaluru,Launch Promo,11-09-2024,02-10-2024,E-commerce,4984646,20,1.5,74.65
P0324,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Glow Air,Lips,Lip Crayon,Nude 1,399,2019,3.98,2267,904533,1281,21,81.2,Chennai,Influencer Push,04-10-2023,18-11-2023,E-commerce,3055820,10,1.49,77.66
P0325,Sugar Cosmetics,Sugar Cosmetics Blush Glow X,Face,Blush,Berry 19,1699,2021,4.48,1656,2813544,730,26,85.1,Kolkata,Seasonal Drop,07-03-2025,21-04-2025,E-commerce,4716258,15,3.39,87.07
P0326,Lakmé,Lakmé Brow Pencil Glow HD,Eyes,Brow Pencil,Coral 20,249,2023,4.29,1606,399894,803,28,88.7,Ahmedabad,Seasonal Drop,07-05-2024,21-06-2024,E-commerce,1488621,5,3.9,78.51
P0327,Kay Beauty,Kay Beauty Blush Shine Luxe,Face,Blush,Berry 2,499,2019,4.34,1938,967062,899,22,78.2,Lucknow,Influencer Push,11-06-2024,26-07-2024,Retail (Nykaa),5389271,20,3.47,80.85
P0328,Kay Beauty,Kay Beauty Highlighter Matte HD,Face,Highlighter,Mauve 9,999,2022,3.8,1620,1618380,594,34,79.2,Delhi,Bogo Offer,25-03-2025,15-04-2025,Retail (Nykaa),2663305,0,0.91,77.24
P0329,Lakmé,Lakmé Foundation Pro X,Face,Foundation,Coral 19,1699,2021,3.91,1763,2995337,1030,26,77.2,Chennai,Launch Promo,04-01-2025,18-02-2025,E-commerce,1106241,15,2.16,74.19
P0330,Sugar Cosmetics,Sugar Cosmetics Kajal Shine Luxe,Eyes,Kajal,Ruby 8,599,2023,4.5,1611,964989,586,22,72.4,Delhi,Influencer Push,28-09-2024,19-10-2024,Marketplace,3699210,20,3.42,84.21
P0331,Kay Beauty,Kay Beauty Eyeshadow Pro Luxe,Eyes,Eyeshadow,Champagne 13,799,2020,4.4,1942,1551658,1217,33,85.5,Lucknow,Launch Promo,05-12-2023,19-01-2024,E-commerce,1356783,20,2.62,81.46
P0332,Kay Beauty,Kay Beauty Contour Pro X,Face,Contour,Scarlet 14,1199,2020,4.16,1818,2179782,743,28,61.5,Lucknow,Nykaa Exclusive,11-12-2023,25-01-2024,Social Commerce,3160001,0,3.78,75.08
P0333,Kay Beauty,Kay Beauty Eyeliner Pro X,Eyes,Eyeliner,Coral 18,699,2022,4.31,1833,1281267,561,25,87.7,Mumbai,Bogo Offer,07-07-2025,28-07-2025,E-commerce,2443425,5,3.11,76.29
P0334,Kay Beauty,Kay Beauty Eyeliner Pro X,Eyes,Eyeliner,Berry 2,1199,2023,4.17,1713,2053887,584,26,79.3,Mumbai,Bogo Offer,10-03-2023,17-03-2023,E-commerce,3524545,0,3.98,82.38
P0335,Lakmé,Lakmé Contour Shine Air,Face,Contour,Ruby 11,399,2022,4.31,1606,640794,951,31,83,Pune,Launch Promo,07-04-2025,14-04-2025,Retail (Nykaa),3940996,0,5.44,75.14
P0336,Sugar Cosmetics,Sugar Cosmetics Mascara Matte X,Eyes,Mascara,Berry 13,199,2019,4.36,2069,411731,948,27,60.5,Mumbai,Bogo Offer,17-05-2024,16-06-2024,E-commerce,3305276,0,1.64,78.81
P0337,Mamaearth,Mamaearth Contour Shine Air,Face,Contour,Nude 18,199,2018,4.4,1854,368946,789,29,88,Chennai,Seasonal Drop,16-06-2025,31-07-2025,Marketplace,1279529,20,1.33,76.44
P0338,Lakmé,Lakmé Highlighter Prime X,Face,Highlighter,Coral 20,1299,2018,4.39,2002,2600598,837,41,80.1,Lucknow,Festive Sale,29-12-2025,12-01-2026,E-commerce,3542943,0,3.09,82.28
P0339,Nykaa Cosmetics,Nykaa Cosmetics Foundation Prime HD,Face,Foundation,Champagne 13,1999,2021,4.59,1647,3292353,840,27,82.5,Kolkata,Seasonal Drop,05-11-2024,20-12-2024,Retail (Nykaa),2518514,0,6.93,76.02
P0340,Mamaearth,Mamaearth Brow Pencil Pro HD,Eyes,Brow Pencil,Nude 1,399,2022,4.26,1857,740943,1035,30,65.6,Delhi,Bogo Offer,15-01-2025,01-03-2025,E-commerce,2086108,30,2,80.28
P0341,Lakmé,Lakmé Lip Crayon Prime X,Lips,Lip Crayon,Scarlet 17,199,2021,4.58,2064,410736,1257,19,78.9,Lucknow,Festive Sale,23-05-2025,07-07-2025,Social Commerce,5027353,0,3.93,78.34
P0342,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Artist Air,Eyes,Eyeliner,Rose 3,499,2024,3.88,1635,815865,704,31,64,Pune,Bogo Offer,03-11-2023,17-11-2023,E-commerce,170171,5,2.57,69.07
P0343,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Shine +,Lips,Lip Crayon,Mauve 16,1499,2022,4.24,1915,2870585,722,32,72.1,Bengaluru,Influencer Push,21-07-2023,04-08-2023,E-commerce,1964626,0,4.85,77.78
P0344,Mamaearth,Mamaearth Lip Liner Artist Luxe,Lips,Lip Liner,Champagne 20,599,2018,4.54,2334,1398066,712,25,69.5,Hyderabad,Launch Promo,28-01-2025,18-02-2025,E-commerce,2854567,25,5.54,78.53
P0345,Kay Beauty,Kay Beauty Lip Balm Matte HD,Lips,Lip Balm,Mauve 1,1499,2021,4.28,2013,3017487,1201,26,84.2,Pune,Nykaa Exclusive,14-07-2023,21-07-2023,Retail (Nykaa),3330981,20,3.06,84.76
P0346,Mamaearth,Mamaearth Eyeliner Artist Luxe,Eyes,Eyeliner,Scarlet 19,2999,2020,4.2,2009,6024991,659,29,83.1,Kolkata,Seasonal Drop,03-11-2024,24-11-2024,Retail (Nykaa),3264556,10,2.94,75.8
P0347,Lakmé,Lakmé Kajal Pro X,Eyes,Kajal,Rose 12,1499,2022,4.37,1680,2518320,1040,28,86.8,Chennai,Festive Sale,05-04-2023,05-05-2023,Marketplace,1373668,20,4.12,81.11
P0348,Forest Essentials,Forest Essentials Highlighter Shine HD,Face,Highlighter,Mauve 11,699,2019,4.34,1917,1339983,646,23,66.3,Pune,Influencer Push,16-11-2023,30-11-2023,E-commerce,4716273,5,4.4,80.94
P0349,Kay Beauty,Kay Beauty Brow Pencil Matte HD,Eyes,Brow Pencil,Coral 18,849,2025,3.96,1476,1253124,496,31,69.1,Bengaluru,Launch Promo,06-10-2023,05-11-2023,Retail (Store),1361090,20,0.66,72.19
P0350,Forest Essentials,Forest Essentials Lip Liner Artist +,Lips,Lip Liner,Spice 10,1299,2024,4.6,1749,2271951,563,20,72.2,Ahmedabad,Bogo Offer,05-05-2023,26-05-2023,E-commerce,3311763,5,1.78,81.3
P0351,Forest Essentials,Forest Essentials Lip Gloss Artist +,Lips,Lip Gloss,Scarlet 17,199,2020,4.07,2179,433621,672,27,64.2,Mumbai,Launch Promo,21-11-2025,21-12-2025,Retail (Nykaa),4280786,10,1.35,71.1
P0352,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Shine Air,Lips,Lip Crayon,Ruby 9,249,2021,4.59,2019,502731,764,18,82,Pune,Launch Promo,28-11-2024,12-12-2024,Retail (Store),2927982,30,7.41,78.38
P0353,Sugar Cosmetics,Sugar Cosmetics Lipstick Prime Luxe,Lips,Lipstick,Champagne 16,399,2022,4.26,1958,781242,763,33,87.2,Mumbai,Bogo Offer,11-09-2023,18-09-2023,E-commerce,4299353,20,2.7,77.62
P0354,Nykaa Cosmetics,Nykaa Cosmetics Contour Prime +,Face,Contour,Spice 11,999,2022,4.43,1582,1580418,534,24,75.9,Bengaluru,Bogo Offer,19-08-2024,09-09-2024,Marketplace,255775,5,1.54,78.37
P0355,Sugar Cosmetics,Sugar Cosmetics Contour Matte HD,Face,Contour,Coral 9,1299,2022,4.28,1614,2096586,704,29,88.9,Chennai,Festive Sale,28-09-2025,12-11-2025,Retail (Store),3455382,10,5.63,77.04
P0356,Kay Beauty,Kay Beauty Lip Gloss Shine Luxe,Lips,Lip Gloss,Ruby 16,299,2023,4.44,1831,547469,597,24,71.3,Bengaluru,Nykaa Exclusive,15-12-2023,05-01-2024,Retail (Nykaa),3420815,0,2.34,72.56
